prompt,response
"Role: duelist, Country: Russian Federation, Sex: female","

Name: Anastasia Kuznetsova
Codename: Katana
Role: Duelist
Appearance: Anastasia is a tall and slender woman with a fair complexion and short, light brown hair. She wears a black jumpsuit with a white belt and a white trim around the edges. She also wears a pair of black boots and a white hooded coat. On her left eye, she wears a mechanical eye, which she uses to enhance her vision and aim.

Biography: Anastasia Kuznetsova hails from the Russian Federation. She was born into a family of duelists and was trained in the art of swordsmanship from a young age. As she grew older, she began to master the art of dueling and eventually became a master of the blade. After mastering her skills, she decided to join the VALORANT Protocol as its seventh recruit, “Katana”.

Personality: Anastasia is a highly confident and courageous woman who does not hesitate to take the lead in a fight. She is a master of her craft and takes great pride in her swordsmanship. She is also very loyal to her team and will do whatever it takes to protect them.

Abilities:
C - Blade Spin: Katana spins her sword in a circle, dealing damage to all enemies in the area.
Q - Sword Throw: Katana throws her sword in a straight line, dealing damage to all enemies in its path.
E - Sword Dash: Katana dashes forward with her sword, dealing damage to all enemies in her path.
X - Sword Storm: Katana summons a storm of swords that rain down from the sky, dealing damage to all enemies in the area.

Relationships:
* Phoenix: Phoenix and Katana have a friendly rivalry, as they both share a passion for dueling. They often challenge each other in friendly duels, and Phoenix is always eager to learn from her.
* Viper: Viper and Katana have a strong bond, as Viper admires Katana's courage and loyalty. They often fight side by side in battle, and Viper is always willing to lend a helping hand when needed.
* Sage: Sage and Katana have a mentor-mentee relationship, as Sage has taken Katana under her wing and has been teaching her the ways of the VALORANT Protocol."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Yulia Novikova
Codename: Valkyrie
Role: Duelist
Appearance: Yulia is a young woman of Russian descent with short, spiky black hair and piercing green eyes. She wears a sleek black and white bodysuit with a black leather jacket and a pair of white boots. Her left arm is covered in a mechanical prosthetic, covered in intricate circuitry and a glowing red light.
Personality: Yulia is a confident and determined individual, with a strong sense of justice and a willingness to put her own life on the line to protect the innocent. She is a no-nonsense type of person, and often speaks her mind without hesitation. She is also quite sarcastic and enjoys poking fun at her enemies.
Biography: Yulia Novikova is a former soldier from the Russian Federation. After a tragic accident left her with a mechanical prosthetic arm, Yulia decided to use her new abilities to fight for justice and protect the innocent. She was eventually recruited by the VALORANT Protocol as its twenty-first agent, ""Valkyrie"".
Personality: Yulia is a confident and determined individual, with a strong sense of justice and a willingness to put her own life on the line to protect the innocent. She is a no-nonsense type of person, and often speaks her mind without hesitation. She is also quite sarcastic and enjoys poking fun at her enemies.
Abilities:
C - Shadow Step: Valkyrie can teleport a short distance, allowing her to quickly reposition herself in the battlefield.
Q - Sonic Wall: Valkyrie can create a wall of sound that blocks enemy movement and vision.
E - Sonic Shield: Valkyrie can create a shield of sound that blocks incoming damage.
X - Sonic Boom: Valkyrie can create a powerful sonic blast that deals massive damage to enemies in a large area.
Relationships:
Valkyrie has a close relationship with Phoenix, as they both share a similar fighting style and have a strong respect for each other. She also has a strong bond with Raze, as they both have a passion for explosions and destruction. Finally, she has a strong rivalry with Yoru, as they both have a strong sense of justice and often clash on the battlefield."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Sasha Novikov 
Codename: Zarya 
Role: Duelist 
Appearance: Sasha is a tall woman with long, dark brown hair and blue eyes. She wears a black leather jacket with a fur collar and a pair of black trousers. Her right eye is a mechanical eye, with a red light in the center, and she wears a pair of fingerless gloves. 
Biography: Sasha was born in Severomorsk, Murmansk Oblast, Russia. She grew up learning the art of archery, and eventually became a master at it. After she lost her right eye in an accident, she had it replaced with a mechanical eye. This gave her enhanced vision and the ability to see in the dark. After hearing about the VALORANT Protocol, she decided to join as a duelist, and was given the codename ""Zarya"". 
Personality: Sasha is a brave and determined woman, always willing to take on any challenge that comes her way. She is also a bit of a daredevil, often taking risks that others wouldn't. She is confident in her abilities and often speaks her mind. 
Abilities: 
C - Pinpoint Arrow: Sasha fires an arrow that pierces through enemies and walls. 
Q - Flash Bolt: Sasha fires a bolt of energy that causes a bright flash, blinding enemies in its path. 
E - Sonic Wave: Sasha creates a sonic wave that slows down enemies caught in its path. 
X - Arrow Storm: Sasha fires a volley of arrows that rain down on a targeted area. 
Relationships:
Sage - The two share a mutual respect for each other, and often work together to achieve their goals. 
Viper - The two have a rivalry, often competing to see who can be the most successful. 
Raze - The two are good friends, often joking around and having a good time together."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Sasha Novikov
Codename: Snegurochka
Role: Duelist
Appearance: Sasha stands tall with a thin frame, her long, wavy blonde hair cascading down her back. Her right eye is covered by a mechanical eye with a light blue iris, while her left eye is a bright blue. She wears a white fur-lined coat with a fur-trimmed hood, and a pair of white boots.

Biography: Sasha was born in Severomorsk, a small town in the Murmansk Oblast of Russia. She was always a talented and skilled fighter, and when the VALORANT Protocol was formed and began recruiting agents, she was among the first to join. She was given the codename Snegurochka, a reference to the Russian “Snow Maiden”, and quickly rose to become one of the most trusted agents in the Protocol.

Personality: Sasha is a confident and determined duelist, never hesitating to charge into battle head-on. She is known for her sharp wit and her ability to think quickly and adapt to any situation. She is a loyal friend and ally, and is always willing to lend a helping hand to those in need.

Abilities:
C - Snow Strike: Sasha throws a snowball that explodes on impact, dealing damage and slowing enemies in its area of effect.
Q - Frostbite: Sasha throws a snowball that freezes enemies in its area of effect.
E - Ice Wall: Sasha creates a wall of ice that blocks enemy movement.
X - Winter's Wrath: Sasha charges up a powerful snowball that deals massive damage and slows enemies in its area of effect.

Relationships:
Sage: Sasha is friendly with Sage and often consults her for advice.
Viper: Sasha and Viper have a strong bond, having fought together in many battles.
Phoenix: Sasha and Phoenix have a friendly rivalry, often competing to see who can be the first to complete a mission."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Nadia Petrova
Codename: Nox
Role: Duelist
Appearance: Nadia is a tall, slender woman with tan skin, dark brown eyes, and long black hair. She wears a black leather jacket and pants with a white tank top underneath. She also wears a pair of black leather gloves and boots. On her right arm is a tattoo of a black panther, signifying her ferocity in battle.
Personality: Nadia is a fierce and determined fighter, never backing down from a challenge and always striving to be the best. She is a natural leader, inspiring others to fight alongside her and to never give up. She is also fiercely loyal to her allies and will do anything to protect them.
Biography: Nadia Petrova is a duelist from the Russian Federation. She was recruited by the VALORANT Protocol as its eighth agent, ""Nox"". Nadia was born and raised in a small town in the Russian Federation. From a young age, she was taught the values of honor, courage, and loyalty. She was also trained in the art of combat and quickly became a master of the sword. As she grew older, she joined the military and quickly rose through the ranks. Eventually, she was approached by the VALORANT Protocol and offered a position as an agent. She accepted and now serves as one of the Protocol's most trusted agents.
Personality: Nadia is a fierce and determined fighter, never backing down from a challenge and always striving to be the best. She is a natural leader, inspiring others to fight alongside her and to never give up. She is also fiercely loyal to her allies and will do anything to protect them.
Abilities:
C - Shadow Step - Nadia can teleport a short distance, allowing her to quickly reposition and ambush her enemies.
Q - Blade Flurry - Nadia can spin her sword, creating a whirlwind of blades that can damage multiple enemies in an area.
E - Blade Wall - Nadia can create a wall of blades that blocks enemy fire and movement.
X - Final Form - Nadia can enter a state of heightened awareness, allowing her to move faster and deal more damage.
Relationships:
Nadia has a strong bond with her fellow agents, especially her duelist counterpart, Phoenix. She also has a close relationship with Brimstone, having been recruited by him and earning his trust. Lastly, she has a rivalry with Viper, due to their similar backgrounds and combat styles."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Olga Romanova
Codename: Zarya
Role: Duelist
Appearance: Olga is a fair-skinned woman with long, wavy, bright red hair, a strong jawline, and a few freckles. She wears a black, sleeveless leather jacket with a red stripe down the middle, and a pair of black leather pants and boots. On her back she carries a quiver of arrows and a bow.
Biography: Olga Romanova is a Russian duelist from the town of Severomorsk, in Murmansk Oblast. She was recruited by the VALORANT Protocol as its eleventh agent, ""Zarya"". Olga was always a passionate fighter and a skilled archer, and her skills were quickly recognized by the Protocol, who saw her as an asset for their team.

Personality: Olga is a determined and fearless woman, who always puts her own safety and the safety of her teammates first. She is confident in her own abilities and never hesitates to charge into a fight head-on. She is also a very loyal ally, and will do anything to protect her friends.

Abilities:
C - Arrow Rain: Olga launches a volley of arrows into the sky, which then rain down on her enemies.
Q - Piercing Shot: Olga shoots a single arrow that can pierce through multiple enemies.
E - Smoke Arrow: Olga fires an arrow that releases a cloud of smoke upon impact.
X - Volley of Arrows: Olga launches a volley of arrows that can pierce through multiple enemies.

Relationships:
Olga has a close relationship with Sage, who serves as a mentor and an inspiration for her. She also has a good relationship with Phoenix and Raze, who both appreciate her courage and loyalty. She is wary of Viper and Yoru, both of whom she finds intimidating due to their darker personalities."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Natalia Kuznetsova
Codename: Katya 
Role: Duelist
Appearance: Natalia is a young woman of Russian descent with shoulder-length, white-blonde hair, icy blue eyes and a fair complexion. She wears a long, black leather coat with red accents and a black, red and white scarf around her neck. She also wears a pair of black fingerless gloves, a pair of black boots and a pair of black jeans.

Biography: Natalia Kuznetsova was born and raised in the Russian Federation, where she trained in the art of fencing and dueling. She was a formidable opponent, often taking on multiple opponents at once and emerging victorious. After hearing about the VALORANT Protocol, Natalia decided to join the organization, eager to test her skills against the toughest opponents in the world. She was accepted as the Protocol's eighth agent, ""Katya"", and quickly gained a reputation as one of the most skilled duelists in the organization.

Personality: Natalia is a confident and determined woman, always eager to prove her worth in battle. She is not afraid to speak her mind and is willing to take risks in order to get the job done. She is also a loyal friend and ally, always looking out for her team and willing to do whatever it takes to protect them.

Abilities:
C - Fencing Flurry: Katya lunges forward with her sword, dealing damage to any enemies in her path.
Q - Steel Curtain: Katya throws up a steel curtain, blocking enemy fire and providing cover for her and her allies.
E - Parry: Katya parries incoming enemy fire, reflecting it back at the enemy and dealing damage.
X - Sword of Justice: Katya charges forward with her sword, dealing massive damage to any enemies in her path.

Relationships:
* Phoenix: Phoenix and Katya have a friendly rivalry, often engaging in friendly banter and competing to see who can get the most kills.
* Sage: Katya and Sage have a close relationship, with Katya often taking Sage's advice into consideration and trusting her judgement.
* Viper: Katya and Viper have a mutual respect for each other, with Viper often admiring Katya's skills and Katya respecting Viper's leadership."
"Role: duelist, Country: Russian Federation, Sex: female","
Name: Olga Romanova
Codename: Duelist
Role: Duelist
Appearance: Olga is a tall, slender woman with pale skin, bright blue eyes, and long, sandy blonde hair. She wears a white, long-sleeved shirt with a black vest and trousers, and a pair of black boots. She also wears a black scarf around her neck, with a red star on the front.

Biography: Olga Romanova hails from the Russian Federation. She was a former soldier who fought in multiple wars before joining the VALORANT Protocol. Olga is a highly capable fighter, and her skills with a blade have earned her the nickname ""Duelist"".

Personality: Olga is a confident and determined woman who is not afraid to take risks. She is always looking for a challenge, and she is willing to go to great lengths to achieve her goals. She is also loyal to her team, and will do whatever it takes to protect them.

Abilities:
C - Blade Flurry: Olga can throw a flurry of blades in a wide arc in front of her, dealing damage to any enemies caught in the area.
Q - Blade Surge: Olga can throw a single blade in a straight line, dealing damage to any enemies it hits.
E - Blade Shield: Olga can create a shield of blades that can deflect incoming projectiles.
X - Blade Dance: Olga can enter a state of heightened awareness, allowing her to move and attack faster.

Relationships:
Olga has a close relationship with Raze, as they both have a similar background in the military. She also has a strong bond with Jett, as they both share a love of risk-taking and adventure. Finally, Olga has a strong bond with Sage, as they both share a respect for the power of the blade."
"Role: duelist, Country: Dominican Republic, Sex: female","
Name: Isabella Cruz
Codename: Sombra
Role: Duelist
Appearance: Isabella has a medium build and stands at 5'7”. She has long, dark brown hair that she wears in a braid, and her eyes are a deep, dark brown. She wears a black and grey hoodie with a matching pair of pants, and she wears a black and grey baseball cap with a red brim. She wears a pair of black combat boots and a pair of black fingerless gloves.

Biography: Isabella Cruz was born in the Dominican Republic and was raised in a small village. She grew up learning the art of fencing, and she was a natural at it. She was eventually recruited by the VALORANT Protocol as their fifteenth agent, ""Sombra"", and she quickly rose through the ranks due to her exceptional dueling skills. She is a fierce competitor, always looking for a challenge and willing to take on any opponent.

Personality: Isabella is a confident and determined individual with a strong sense of justice. She is not afraid to take risks, and she is always looking for a way to prove herself. She is also fiercely loyal to her friends and allies, and she will do anything to protect them. She is also not afraid to speak her mind and stand up for what she believes in.

Abilities:
C - Shadow Step: Isabella can use her fencing skills to quickly move around the battlefield, allowing her to dodge incoming attacks and gain the upper hand in a fight.
Q - Shadow Dance: Isabella can use her fencing skills to quickly move around the battlefield, allowing her to dodge incoming attacks and gain the upper hand in a fight.
E - Shadow Strike: Isabella can use her fencing skills to quickly move around the battlefield, allowing her to dodge incoming attacks and gain the upper hand in a fight.
X - Shadow Surge: Isabella can use her fencing skills to quickly move around the battlefield, allowing her to dodge incoming attacks and gain the upper hand in a fight.

Relationships: Isabella has a strong bond with her fellow VALORANT agents, particularly with fellow duelist Phoenix. She also has a strong relationship with her mentor, Cypher, who has taught her much about dueling and the VALORANT Protocol. She also has a friendly rivalry with her fellow duelist, Raze."
"Role: duelist, Country: Dominican Republic, Sex: female","
Name: Reyna Alba 
Codename: La Loba 
Role: Duelist 
Appearance: Reyna is a tall, slender woman with dark brown skin and dark brown eyes. She has long, dark brown hair which she wears in a ponytail, and she wears a white tank top and black pants. On her left arm is a black tattoo of a wolf's head, which is a tribute to her home country of the Dominican Republic.

Biography: Reyna Alba was born and raised in the Dominican Republic. She was always a passionate and driven individual, with a strong sense of justice and a desire to protect those she loved. She eventually joined the VALORANT Protocol as its thirteenth agent, ""La Loba"", and now uses her duelist abilities to fight against the enemies of Earth.

Personality: Reyna is a passionate and driven individual, with a strong sense of justice and a desire to protect those she loves. She is a fierce and determined fighter, always looking to prove herself and to never give up. She is also fiercely independent and has a strong dislike for technology and humanity, believing herself and her fellow Radiants to be the true future for Earth. 

Abilities:
C - Wolfpack - Reyna releases a pack of 3 wolves that seek out enemies and explode upon contact. 
Q - Howl - Reyna releases a powerful howl that grants her and her allies a speed boost for a short period of time. 
E - Wolf's Fury - Reyna releases a powerful wave of energy that damages and knocks back enemies in a line.

X - Wolf's Den - Reyna creates an area of effect that grants her and her allies a damage boost and a movement speed boost.

Relationships:
* Reyna has a strong bond with her little sister, Lucia, and will do anything to protect her. 
* Reyna has a strong dislike for Cypher, seeing him as a symbol of the technology she hates. 
* Reyna has a wary and concerned relationship with Astra, seeing her as a powerful rival."
"Role: duelist, Country: Dominican Republic, Sex: female","
Name: Maribel de la Cruz 
Codename: Sol 
Role: Duelist 
Appearance: Maribel has a slender frame, standing at 5'7"" with a medium complexion. She has long, wavy black hair that reaches her mid back, and bright green eyes. She wears a white sleeveless top with a black midriff, matching black pants, and brown leather boots. She wears a black and brown leather jacket with a hood, and a golden pendant necklace with a sun symbol.

Biography: Maribel was born in the Dominican Republic, where she grew up in a small village. As a child, she was always fascinated by the sun, and she was often seen playing in the sun and watching it rise and set. She was also a skilled fighter, and she quickly gained a reputation for her prowess in the local fighting tournaments. When she was a teenager, she was recruited by the VALORANT Protocol as their thirteenth agent, ""Sol"". She now fights for the Protocol, using her skills to protect the people of Earth from the threats posed by Kingdom and the Radiants.

Personality: Maribel is a passionate and determined fighter, never backing down from a challenge. She is also fiercely loyal to her friends and allies, and will do anything to protect them. She is also a bit of a daredevil, often pushing the boundaries of what is possible in order to achieve her goals. She is also fiercely independent, and while she is willing to work with others, she prefers to do things her own way.

Abilities: 
C - Solar Flare: Maribel creates a small sun-like orb that she can control and move around the battlefield. The orb emits a bright light that can blind enemies and reveal their location.
Q - Eclipse: Maribel creates a large dome of solar energy that blocks all incoming projectiles.
E - Solar Wind: Maribel creates a gust of wind that pushes her forward and allows her to quickly move around the battlefield.
X - Sunburst: Maribel creates a large explosion of solar energy that does massive damage to enemies in its vicinity.

Relationships: 
Maribel is close friends with Jett, having met her during her time in the Protocol. She also has a strong rivalry with Reyna, often competing with her to prove who is the strongest Radiant. She also has a strong bond with Astra, as they both share an interest in the Guardians and their history."
"Role: duelist, Country: Dominican Republic, Sex: female","
Name: Elisa Pérez 
Codename: Duelista 
Role: Duelist 
Appearance: Elisa is a young woman with dark brown eyes, long black hair, and a tall, athletic build. She wears a bright yellow and orange hoodie and a pair of black jeans with a yellow belt. She has a pair of white and yellow sneakers and a pair of yellow and black sunglasses. 
Biography: Elisa Pérez is a young woman from the Dominican Republic who has always had a passion for dueling. She has trained in martial arts since she was a child, and she is a master of hand-to-hand combat. When the VALORANT Protocol was formed, Elisa saw it as an opportunity to hone her skills and prove her worth as a duelist. She was recruited as the twentieth agent, ""Duelista"", and has since been a valuable asset to the VP.

Personality: Elisa is a fiercely independent woman who loves to compete. She has a strong sense of justice, and she is not afraid to stand up for what she believes in. Elisa is a determined and passionate individual who is not afraid to take risks in order to achieve her goals. She is also a loyal friend and ally, and she is always willing to help her teammates in any way she can.

Abilities: 
C - Vengador: Elisa can throw a throwing star that will stick to enemies and walls. When triggered, it will create a wave of energy that will deal damage and knock enemies back. 
Q - Agilidad: Elisa can temporarily increase her speed and agility, allowing her to move faster and jump higher. 
E - Reflejos: Elisa can deploy a barrier that will reflect incoming projectiles. 
X - Duelista: Elisa can enter a state of heightened focus, allowing her to move faster, deal more damage and take less damage from incoming attacks. 

Relationships: Elisa has a strong bond with her fellow VALORANT Protocol agents, particularly with Phoenix and Raze, who she has trained with in the past. She also has a strong relationship with her mentor, Brimstone, whom she looks up to and respects. Finally, Elisa has a complicated relationship with Reyna, as she is wary of her power and her motives."
"Role: duelist, Country: Canada, Sex: male","
Name: Jaxon Miller 
Codename: Ace 
Role: Duelist 
Appearance: Ace is a young adult male with a light complexion and short, slicked back black hair. He has a strong jawline, a few days' worth of stubble and dark eyes. He wears a black leather jacket with a white and red stripe down the sleeves and a white and blue stripe down the collar. He also wears black trousers and a pair of white and red sneakers.

Biography: Jaxon Miller is a Canadian duelist who grew up in the small town of Whitehorse, Yukon. He was always a daredevil, always pushing the limits and taking risks. His family and friends were always worried about him, but he never listened. One day, he found himself in a situation that was too dangerous and ended up getting injured. It was then that he realized that he needed to be more careful and that he needed to channel his energy into something else. He then decided to join the VALORANT Protocol and use his skills as a duelist to help protect his home and the world.

Personality: Ace is a risk-taker and a thrill-seeker, but he is also wise enough to know when to take risks and when to be more cautious. He is always looking for an adrenaline rush and loves pushing himself to the limit. He is also very loyal to his teammates and is willing to do whatever it takes to protect them. He is also very confident and is not afraid to speak his mind.

Abilities:
C - Flashbang: Ace throws a flashbang that briefly blinds and disorients enemies.
Q - Adrenaline Rush: Ace enters a state of heightened awareness and gains increased movement speed and reload speed.
E - Trick Shot: Ace fires a single shot that ricochets off walls and obstacles, damaging enemies in its path.
X - Ace in the Hole: Ace takes aim and fires a powerful shot that deals massive damage to enemies in its path.

Relationships: Ace is friends with Phoenix, as they both share a daredevil attitude. He also has a mutual respect for Sova, as they both have similar backgrounds and understand what it takes to be an agent for the VALORANT Protocol. Ace also has a rivalry with Breach, as they both like to take risks and often compete with each other."
"Role: duelist, Country: Canada, Sex: male","
Name: Jamie Adeyemi
Codename: Phoenix
Role: Duelist
Appearance: Jamie is a tall, slender man with dark brown skin and short, curly black hair. He wears a black hoodie with a red Phoenix logo on the front and a pair of black jeans. He has a few tattoos on his arms, including a Phoenix logo on his left arm and a few tribal designs on his right arm.
Personality: Jamie is a confident, impulsive, and daring duelist. He is eager to take risks and is always up for a challenge. He is also very observant and is able to quickly adapt to any situation. He has a bit of a cheeky side and loves to rub it in when he proves his doubters wrong.
Biography: Jamie Adeyemi is from Canada and was a former weapons designer for Kingdom Defense. He was recruited as the sixth agent for the VALORANT Protocol, codenamed Phoenix. After being involved with multiple radianite-related events, he became one of the Protocol's most trusted agents.
Abilities:
C - Firewall: Phoenix creates a wall of flame that blocks vision and damages enemies that pass through it.
Q - Flashpoint: Phoenix throws a flashbang that detonates in a large area and blinds enemies in the area.
E - Hot Hands: Phoenix throws a fireball that, upon impact, creates an area of fire that damages enemies and heals allies.
X - Phoenix Rising: Phoenix creates a phoenix-shaped wall of fire that damages enemies and heals allies.
Relationships: Phoenix has a good relationship with Cypher, who often refers to him as ""little star"". He has a bit of a rivalry with Raze, as they often compete to see who can cause the most destruction. He also has a good relationship with Sova, who often reminds him to be more patient."
"Role: duelist, Country: Canada, Sex: male","
Name: Landon Smith
Codename: Polaris
Role: Duelist
Appearance: A tall, muscular man with a shaved head and a strong jawline. He has a few tattoos on his arms, a black eye patch on his right eye, and a bright blue streak in his hair. He wears a white and blue jacket with a hood, and a pair of black pants.
Biography: Landon Smith was born in Montreal, Canada. He was always an adventurous person, always looking for a challenge. He was a talented fighter, and eventually joined the Canadian Armed Forces. He was a highly decorated soldier, but was discharged after a mission gone wrong. He was recruited by the VALORANT Protocol as its seventh agent, ""Polaris"".
Personality: Polaris is a daring and courageous individual, never hesitating to charge into a fight head-on. He is confident and impulsive, often getting himself into sticky situations. He is also quite the showman, never missing the chance to rub it in the faces of his teammates when he succeeds.
Abilities:
C - Polarize: Polaris charges up a powerful energy field that damages and slows enemies that pass through it.
Q - Shockwave: Polaris slams the ground with his fists, sending out a shockwave that pushes enemies away.
E - Rebound: Polaris charges up a shield that absorbs incoming damage and reflects it back at enemies.
X - Starfall: Polaris launches a star-shaped projectile that explodes on impact, damaging and stunning enemies in the area.
Relationships: Polaris has a strong bond with his fellow agents in the VALORANT Protocol. He is particularly close with Sova, whom he has a friendly rivalry with, and with Raze, who he often exchanges quips with. He also has a strained relationship with Viper due to a misunderstanding in the past."
"Role: duelist, Country: Canada, Sex: male","
Name: Jamie Adeyemi
Codename: Phoenix
Role: Duelist
Appearance: Jamie is a tall, muscular man with dark skin, black hair, and brown eyes. He wears a sleeveless black and red leather jacket with a white Phoenix logo on the back, black pants, and black boots. He has a few tattoos on his arms.
Biography: Jamie Adeyemi is a Canadian duelist from the city of Toronto. He grew up in a rough neighborhood and was forced to learn how to fight in order to survive. He eventually joined the Canadian military and became a skilled soldier and marksman. After leaving the military, he went on to become a weapons designer for Kingdom Defense. When the VALORANT Protocol was founded, Jamie was recruited as its sixth agent, ""Phoenix"".
Personality: Jamie is a confident and fearless duelist who never hesitates to charge into a fight head-on. He is brash, impulsive, and has a lot of confidence, but he is also capable of quickly adapting to the circumstances and turning the tables around. He is known as a prodigy and always proves it one way or another.
Abilities: 
C - Phoenix Flare: Phoenix launches a flare that marks enemies for a few seconds, making them visible through walls.
Q - Hot Hands: Phoenix throws a fireball that explodes after a few seconds, dealing damage and setting the ground on fire.
E - Blaze: Phoenix creates a wall of fire that blocks vision and damages enemies that pass through it.
X - Run it Back: Phoenix marks his current location and if he is killed, he will respawn at the marked location.
Relationships: Phoenix has a strained relationship with Chamber due to a past misunderstanding. He has a friendly relationship with Sova, Cypher, and Raze, referring to them by nicknames. He also has a friendly, albeit cheeky, relationship with Killjoy and Jett."
"Role: duelist, Country: Canada, Sex: male","
Name: Jamie Adeyemi
Codename: Phoenix
Role: Duelist
Appearance: Jamie Adeyemi is a tall man with a muscular build. He has short black hair, a neatly trimmed beard, and deep brown eyes. He wears a black leather jacket with a red flame pattern on the back, black pants, and black boots.
Personality: Jamie is a passionate and determined individual, always striving to be the best and never giving up in the face of adversity. He is confident in his abilities and never hesitates to take risks. He is also fiercely loyal to his allies and will do anything to protect them.
Biography: Jamie Adeyemi is from Canada and was a former military officer. He was recruited into the VALORANT Protocol as its sixth agent, ""Phoenix"". After an incident in Rabat, Morocco, he was filled in on the threat posed by Omega Earth and has since been an active member of the Protocol.
Ability:
C - Firewall: Phoenix creates a wall of fire that blocks vision and damages enemies who pass through it.
Q - Flashpoint: Phoenix throws a flare that blinds enemies in its radius.
E - Phoenix Pulse: Phoenix releases a pulse of energy that reveals enemies in its radius.
X - Blaze: Phoenix creates a ring of fire that damages and slows enemies who pass through it.
Relationships:
Phoenix has a good relationship with his fellow VALORANT agents, particularly Sova and Cypher, who he often refers to by nicknames. He also has a strained relationship with his Omega counterpart, due to their opposing goals. He has a good relationship with Brimstone and Viper, who recruited him into the Protocol and have since trusted him with important missions."
"Role: duelist, Country: Canada, Sex: male","
Name: Jamie Adeyemi
Codename: Phoenix
Role: Duelist
Appearance: Jamie is a tall Canadian male with a lean build. He has short black hair and brown eyes, and a few facial piercings. He wears a red and black leather jacket with a yellow Phoenix emblem on the back, black jeans, and a pair of combat boots.
Biography: Jamie is from Canada and was recruited into the VALORANT Protocol as its sixth agent, ""Phoenix"". He was heavily involved with the Protocol's activities from 10 AFL onwards, and was unable to prevent a spike detonation in Venice whilst on a solo mission. He was given another opportunity to stop one the next day when another attack occurred in Rabat, and it was here that he first came face-to-face with the sole perpetrator, his own Omega counterpart. 
Personality: Phoenix is brash, impulsive, and has a lot of confidence, never hesitating to charge into a fight head-on despite not getting a full grasp of the situation. He is known as a prodigy and always proves it one way or another. He is also known to be rather cheeky, and tends to take parts or tools from his fellow agents whenever he needs them, often informing them later on that he has done so rather than asking them if he can use them beforehand.
Abilities: 
C - Phoenix Fire: Phoenix creates a wall of fire that blocks vision and damages enemies.
Q - Hot Hands: Phoenix throws a fireball that explodes after a short delay, damaging and slowing enemies.
E - Blaze: Phoenix creates a ring of fire that amplifies the damage of allies' weapons.
X - Run It Back: Phoenix marks his current location and can return to it after a few seconds.
Relationships: Phoenix has a strained relationship with his Omega counterpart, and is wary of other radiant allies. He also has a good relationship with Cypher, referring to him as 'the master of secrets', and with Raze, who he refers to as 'the one-woman party'. He is also known to be rather cheeky with Jett, often taking parts or tools from her without asking."
"Role: duelist, Country: Canada, Sex: male","
Name: Jamie Adeyemi
Codename: Phoenix
Role: Duelist
Appearance: Jamie is a tall man of African descent, with a shaved head, a goatee, and a muscular build. He wears a red and black body suit, with a bright red phoenix emblem on the chest. He also wears a pair of black boots and fingerless gloves.
Biography: Jamie Adeyemi is a Canadian native from the city of Toronto. He grew up in a rough neighborhood and had to fight for his survival from a young age. He was recruited by the VALORANT Protocol as its sixth agent, ""Phoenix"".
Personality: Jamie is a passionate, fiery individual who loves a good fight. He is fearless and never backs down from a challenge. He is also highly confident in his own abilities, and never hesitates to charge into a fight head-on. He is also known for being quite cheeky and sarcastic, and loves to rub it in the faces of those who doubt him.
Abilities: 
C - Phoenix Fire: Phoenix launches a flaming wall that blocks vision and damages anyone who passes through it.
Q - Hot Hands: Phoenix throws a fireball that explodes after a short delay, damaging and disorienting anyone in the area.
E - Curveball: Phoenix throws a curved ball of fire that explodes after a short delay, blinding anyone in the area.
X - Blaze: Phoenix creates a wall of fire that blocks vision and damages anyone who passes through it.
Relationships: Phoenix has a history of being a killer, and he has shown to have warmer ties with some of the agents in the Protocol, particularly Killjoy, Jett, and Cypher. He also has a strained relationship with Viper, due to a misunderstanding in the past."
"Role: duelist, Country: Canada, Sex: male","
Name: Jean-Luc Leblanc
Codename: Neon
Role: Duelist
Appearance: Neon stands at a tall 6'2"", with a slim yet muscular build. He has short black hair, a goatee, and bright blue eyes. He wears a black and white long-sleeved shirt, with a black leather jacket over it, and black pants with a white stripe running down the side. He also wears a pair of black boots.

Biography: Jean-Luc Leblanc is a Canadian duelist from Quebec. He has a long history of being a competitive fighter, having competed in various martial arts tournaments and street fights. He is also a skilled marksman, having been trained in firearms since a young age. After hearing about the VALORANT Protocol, he decided to join the organization and become an agent.

Personality: Neon is a confident and determined individual who is always looking for a challenge. He is not afraid to take risks in order to achieve his goals, and is willing to put himself in harm's way to protect his allies. He is also quite cheeky and enjoys making jokes, often at the expense of his opponents.

Abilities:
C - Shockwave: Neon shoots a shockwave in a straight line, dealing damage and pushing enemies away.
Q - Flashbang: Neon throws a flashbang grenade, blinding enemies in a large area.
E - Phase Shift: Neon shifts himself into a different dimension, becoming invisible and gaining increased movement speed.
X - Resonance: Neon creates a resonance field, dealing damage to enemies and healing allies.

Relationships:
Neon has a strained relationship with Chamber, due to a past misunderstanding. He is also on good terms with Raze and Phoenix, due to their shared love of taking risks and being cheeky. He also has a good relationship with Sova, due to their similar backgrounds in martial arts."
